"","Date","Station_ID","COND","DO","DOSAT","FLOW_CFS","FLOW_CMS","PH","TEMPWC","TURB"
"51",2011-01-11 00:00:00,"USGS_03432350",NA,NA,NA,108,3.058219476,NA,NA,NA
"52",2011-01-11 00:00:00,"USGS_03432400",NA,NA,NA,137,3.879408039,NA,NA,NA
"53",2011-01-11 00:00:00,"USGS_03433500",NA,NA,NA,286,8.098618242,NA,NA,NA
"54",2011-01-11 00:00:00,"USGS_03433640",NA,NA,NA,1.01,0.02860001547,NA,NA,NA
"55",2011-01-11 00:00:00,"USGS_03434500",NA,NA,NA,420,11.89307574,NA,NA,NA
"56",2011-01-12 00:00:00,"USGS_03432350",NA,NA,NA,94.9,2.6872687803,NA,NA,NA
"57",2011-01-12 00:00:00,"USGS_03432400",NA,NA,NA,120,3.39802164,NA,NA,NA
"58",2011-01-12 00:00:00,"USGS_03433500",NA,NA,NA,256,7.249112832,NA,NA,NA
"59",2011-01-12 00:00:00,"USGS_03433640",NA,NA,NA,0.95,0.02690100465,NA,NA,NA
"60",2011-01-12 00:00:00,"USGS_03434500",NA,NA,NA,394,11.156837718,NA,NA,NA
"61",2011-01-13 00:00:00,"USGS_03432350",NA,NA,NA,91.8,2.5994865546,NA,NA,NA
"62",2011-01-13 00:00:00,"USGS_03432400",NA,NA,NA,114,3.228120558,NA,NA,NA
"63",2011-01-13 00:00:00,"USGS_03433500",NA,NA,NA,238,6.739409586,NA,NA,NA
"64",2011-01-13 00:00:00,"USGS_03433640",NA,NA,NA,0.91,0.02576833077,NA,NA,NA
"65",2011-01-13 00:00:00,"USGS_03434500",NA,NA,NA,355,10.052480685,NA,NA,NA
"66",2011-01-14 00:00:00,"USGS_03432350",NA,NA,NA,89.2,2.5258627524,NA,NA,NA
"67",2011-01-14 00:00:00,"USGS_03432400",NA,NA,NA,112,3.171486864,NA,NA,NA
"68",2011-01-14 00:00:00,"USGS_03433500",NA,NA,NA,231,6.541191657,NA,NA,NA
"69",2011-01-14 00:00:00,"USGS_03433640",NA,NA,NA,1.03,0.02916635241,NA,NA,NA
"70",2011-01-14 00:00:00,"USGS_03434500",NA,NA,NA,330,9.34455951,NA,NA,NA
"71",2011-01-15 00:00:00,"USGS_03432350",NA,NA,NA,87.5,2.4777241125,NA,NA,NA
"72",2011-01-15 00:00:00,"USGS_03432400",NA,NA,NA,109,3.086536323,NA,NA,NA
"73",2011-01-15 00:00:00,"USGS_03433500",NA,NA,NA,223,6.314656881,NA,NA,NA
"74",2011-01-15 00:00:00,"USGS_03433640",NA,NA,NA,1,0.028316847,NA,NA,NA
"75",2011-01-15 00:00:00,"USGS_03434500",NA,NA,NA,330,9.34455951,NA,NA,NA
"76",2011-01-16 00:00:00,"USGS_03432350",NA,NA,NA,87.6,2.4805557972,NA,NA,NA
"77",2011-01-16 00:00:00,"USGS_03432400",NA,NA,NA,108,3.058219476,NA,NA,NA
"78",2011-01-16 00:00:00,"USGS_03433500",NA,NA,NA,220,6.22970634,NA,NA,NA
"79",2011-01-16 00:00:00,"USGS_03433640",NA,NA,NA,0.99,0.02803367853,NA,NA,NA
"80",2011-01-16 00:00:00,"USGS_03434500",NA,NA,NA,329,9.316242663,NA,NA,NA
"81",2011-01-17 00:00:00,"USGS_03432350",NA,NA,NA,91.8,2.5994865546,NA,NA,NA
"82",2011-01-17 00:00:00,"USGS_03432400",NA,NA,NA,113,3.199803711,NA,NA,NA
"83",2011-01-17 00:00:00,"USGS_03433500",NA,NA,NA,219,6.201389493,NA,NA,NA
"84",2011-01-17 00:00:00,"USGS_03433640",NA,NA,NA,1,0.028316847,NA,NA,NA
"85",2011-01-17 00:00:00,"USGS_03434500",NA,NA,NA,326,9.231292122,NA,NA,NA
"86",2011-01-18 00:00:00,"USGS_03432350",NA,NA,NA,106,3.001585782,NA,NA,NA
"87",2011-01-18 00:00:00,"USGS_03432400",NA,NA,NA,138,3.907724886,NA,NA,NA
"88",2011-01-18 00:00:00,"USGS_03433500",NA,NA,NA,241,6.824360127,NA,NA,NA
"89",2011-01-18 00:00:00,"USGS_03433640",NA,NA,NA,1.37,0.03879408039,NA,NA,NA
"90",2011-01-18 00:00:00,"USGS_03434500",NA,NA,NA,356,10.080797532,NA,NA,NA
"91",2011-01-19 00:00:00,"USGS_03432350",NA,NA,NA,172,4.870497684,NA,NA,NA
"92",2011-01-19 00:00:00,"USGS_03432400",NA,NA,NA,208,5.889904176,NA,NA,NA
"93",2011-01-19 00:00:00,"USGS_03433500",NA,NA,NA,320,9.06139104,NA,NA,NA
"94",2011-01-19 00:00:00,"USGS_03433640",NA,NA,NA,1.19,0.03369704793,NA,NA,NA
"95",2011-01-19 00:00:00,"USGS_03434500",NA,NA,NA,443,12.544363221,NA,NA,NA
"96",2011-01-20 00:00:00,"USGS_03432350",NA,NA,NA,173,4.898814531,NA,NA,NA
"97",2011-01-20 00:00:00,"USGS_03432400",NA,NA,NA,220,6.22970634,NA,NA,NA
"98",2011-01-20 00:00:00,"USGS_03433500",NA,NA,NA,400,11.3267388,NA,NA,NA
"99",2011-01-20 00:00:00,"USGS_03433640",NA,NA,NA,1.09,0.03086536323,NA,NA,NA
"100",2011-01-20 00:00:00,"USGS_03434500",NA,NA,NA,519,14.696443593,NA,NA,NA
"101",2011-01-21 00:00:00,"USGS_03432350",NA,NA,NA,157,4.445744979,NA,NA,NA
"102",2011-01-21 00:00:00,"USGS_03432400",NA,NA,NA,198,5.606735706,NA,NA,NA
"103",2011-01-21 00:00:00,"USGS_03433500",NA,NA,NA,378,10.703768166,NA,NA,NA
"104",2011-01-21 00:00:00,"USGS_03433640",NA,NA,NA,1.01,0.02860001547,NA,NA,NA
"105",2011-01-21 00:00:00,"USGS_03434500",NA,NA,NA,538,15.234463686,NA,NA,NA
"106",2011-01-22 00:00:00,"USGS_03432350",NA,NA,NA,139,3.936041733,NA,NA,NA
"107",2011-01-22 00:00:00,"USGS_03432400",NA,NA,NA,174,4.927131378,NA,NA,NA
"108",2011-01-22 00:00:00,"USGS_03433500",NA,NA,NA,348,9.854262756,NA,NA,NA
"109",2011-01-22 00:00:00,"USGS_03433640",NA,NA,NA,1.01,0.02860001547,NA,NA,NA
"110",2011-01-22 00:00:00,"USGS_03434500",NA,NA,NA,498,14.101789806,NA,NA,NA
"111",2011-01-23 00:00:00,"USGS_03432350",NA,NA,NA,127,3.596239569,NA,NA,NA
"112",2011-01-23 00:00:00,"USGS_03432400",NA,NA,NA,158,4.474061826,NA,NA,NA
"113",2011-01-23 00:00:00,"USGS_03433500",NA,NA,NA,322,9.118024734,NA,NA,NA
"114",2011-01-23 00:00:00,"USGS_03433640",NA,NA,NA,0.98,0.02775051006,NA,NA,NA
"115",2011-01-23 00:00:00,"USGS_03434500",NA,NA,NA,465,13.167333855,NA,NA,NA
"116",2011-01-24 00:00:00,"USGS_03432350",NA,NA,NA,116,3.284754252,NA,NA,NA
"117",2011-01-24 00:00:00,"USGS_03432400",NA,NA,NA,145,4.105942815,NA,NA,NA
"118",2011-01-24 00:00:00,"USGS_03433500",NA,NA,NA,300,8.4950541,NA,NA,NA
"119",2011-01-24 00:00:00,"USGS_03433640",NA,NA,NA,0.97,0.02746734159,NA,NA,NA
"120",2011-01-24 00:00:00,"USGS_03434500",NA,NA,NA,439,12.431095833,NA,NA,NA
"121",2011-01-25 00:00:00,"USGS_03432350",NA,NA,NA,113,3.199803711,NA,NA,NA
"122",2011-01-25 00:00:00,"USGS_03432400",NA,NA,NA,153,4.332477591,NA,NA,NA
"123",2011-01-25 00:00:00,"USGS_03433500",NA,NA,NA,291,8.240202477,NA,NA,NA
"124",2011-01-25 00:00:00,"USGS_03433640",NA,NA,NA,1.33,0.03766140651,NA,NA,NA
"125",2011-01-25 00:00:00,"USGS_03434500",NA,NA,NA,386,10.930302942,NA,NA,NA
"126",2011-01-26 00:00:00,"USGS_03432350",NA,NA,NA,389,11.015253483,NA,NA,NA
"127",2011-01-26 00:00:00,"USGS_03432400",NA,NA,NA,447,12.657630609,NA,NA,NA
"128",2011-01-26 00:00:00,"USGS_03433500",NA,NA,NA,550,15.57426585,NA,NA,NA
"129",2011-01-26 00:00:00,"USGS_03433640",NA,NA,NA,2.16,0.06116438952,NA,NA,NA
"130",2011-01-26 00:00:00,"USGS_03434500",NA,NA,NA,595,16.848523965,NA,NA,NA
"131",2011-01-27 00:00:00,"USGS_03432350",NA,NA,NA,426,12.062976822,NA,NA,NA
"132",2011-01-27 00:00:00,"USGS_03432400",NA,NA,NA,522,14.781394134,NA,NA,NA
"133",2011-01-27 00:00:00,"USGS_03433500",NA,NA,NA,957,27.099222579,NA,NA,NA
"134",2011-01-27 00:00:00,"USGS_03433640",NA,NA,NA,1.51,0.04275843897,NA,NA,NA
"135",2011-01-27 00:00:00,"USGS_03434500",NA,NA,NA,1170,33.13071099,NA,NA,NA
"136",2011-01-28 00:00:00,"USGS_03432350",NA,NA,NA,328,9.287925816,NA,NA,NA
"137",2011-01-28 00:00:00,"USGS_03432400",NA,NA,NA,397,11.241788259,NA,NA,NA
"138",2011-01-28 00:00:00,"USGS_03433500",NA,NA,NA,768,21.747338496,NA,NA,NA
"139",2011-01-28 00:00:00,"USGS_03433640",NA,NA,NA,1.41,0.03992675427,NA,NA,NA
"140",2011-01-28 00:00:00,"USGS_03434500",NA,NA,NA,1130,31.99803711,NA,NA,NA
"141",2011-01-29 00:00:00,"USGS_03432350",NA,NA,NA,258,7.305746526,NA,NA,NA
"142",2011-01-29 00:00:00,"USGS_03432400",NA,NA,NA,319,9.033074193,NA,NA,NA
"143",2011-01-29 00:00:00,"USGS_03433500",NA,NA,NA,635,17.981197845,NA,NA,NA
"144",2011-01-29 00:00:00,"USGS_03433640",NA,NA,NA,1.26,0.03567922722,NA,NA,NA
"145",2011-01-29 00:00:00,"USGS_03434500",NA,NA,NA,945,26.759420415,NA,NA,NA
"146",2011-01-30 00:00:00,"USGS_03432350",NA,NA,NA,212,6.003171564,NA,NA,NA
"147",2011-01-30 00:00:00,"USGS_03432400",NA,NA,NA,268,7.588914996,NA,NA,NA
"148",2011-01-30 00:00:00,"USGS_03433500",NA,NA,NA,538,15.234463686,NA,NA,NA
"149",2011-01-30 00:00:00,"USGS_03433640",NA,NA,NA,1.17,0.03313071099,NA,NA,NA
"150",2011-01-30 00:00:00,"USGS_03434500",NA,NA,NA,800,22.6534776,NA,NA,NA
"151",2011-01-31 00:00:00,"USGS_03432350",NA,NA,NA,179,5.068715613,NA,NA,NA
"152",2011-01-31 00:00:00,"USGS_03432400",NA,NA,NA,228,6.456241116,NA,NA,NA
"153",2011-01-31 00:00:00,"USGS_03433500",NA,NA,NA,468,13.252284396,NA,NA,NA
"154",2011-01-31 00:00:00,"USGS_03433640",NA,NA,NA,1.12,0.03171486864,NA,NA,NA
"155",2011-01-31 00:00:00,"USGS_03434500",NA,NA,NA,699,19.793476053,NA,NA,NA
"156",2011-02-01 00:00:00,"USGS_03432350",NA,NA,NA,194,5.493468318,NA,NA,NA
"157",2011-02-01 00:00:00,"USGS_03432400",NA,NA,NA,284,8.041984548,NA,NA,NA
"158",2011-02-01 00:00:00,"USGS_03433500",NA,NA,NA,561,15.885751167,NA,NA,NA
"159",2011-02-01 00:00:00,"USGS_03433640",NA,NA,NA,9.71,0.27495658437,NA,NA,NA
"160",2011-02-01 00:00:00,"USGS_03434500",NA,NA,NA,779,22.058823813,NA,NA,NA
"161",2011-02-02 00:00:00,"USGS_03432350",NA,NA,NA,450,12.74258115,NA,NA,NA
"162",2011-02-02 00:00:00,"USGS_03432400",NA,NA,NA,555,15.715850085,NA,NA,NA
"163",2011-02-02 00:00:00,"USGS_03433500",NA,NA,NA,1320,37.37823804,NA,NA,NA
"164",2011-02-02 00:00:00,"USGS_03433640",NA,NA,NA,3.6,0.1019406492,NA,NA,NA
"165",2011-02-02 00:00:00,"USGS_03434500",NA,NA,NA,2370,67.11092739,NA,NA,NA
"166",2011-02-03 00:00:00,"USGS_03432350",NA,NA,NA,344,9.740995368,NA,NA,NA
"167",2011-02-03 00:00:00,"USGS_03432400",NA,NA,NA,436,12.346145292,NA,NA,NA
"168",2011-02-03 00:00:00,"USGS_03433500",NA,NA,NA,1010,28.60001547,NA,NA,NA
"169",2011-02-03 00:00:00,"USGS_03433640",NA,NA,NA,1.94,0.05493468318,NA,NA,NA
"170",2011-02-03 00:00:00,"USGS_03434500",NA,NA,NA,1770,50.12081919,NA,NA,NA
"171",2011-02-04 00:00:00,"USGS_03432350",NA,NA,NA,280,7.92871716,NA,NA,NA
"172",2011-02-04 00:00:00,"USGS_03432400",NA,NA,NA,352,9.967530144,NA,NA,NA
"173",2011-02-04 00:00:00,"USGS_03433500",NA,NA,NA,779,22.058823813,NA,NA,NA
"174",2011-02-04 00:00:00,"USGS_03433640",NA,NA,NA,1.64,0.04643962908,NA,NA,NA
"175",2011-02-04 00:00:00,"USGS_03434500",NA,NA,NA,1260,35.67922722,NA,NA,NA
"176",2011-02-05 00:00:00,"USGS_03432350",NA,NA,NA,246,6.965944362,NA,NA,NA
"177",2011-02-05 00:00:00,"USGS_03432400",NA,NA,NA,311,8.806539417,NA,NA,NA
"178",2011-02-05 00:00:00,"USGS_03433500",NA,NA,NA,669,18.943970643,NA,NA,NA
"179",2011-02-05 00:00:00,"USGS_03433640",NA,NA,NA,1.56,0.04417428132,NA,NA,NA
"180",2011-02-05 00:00:00,"USGS_03434500",NA,NA,NA,1040,29.44952088,NA,NA,NA
"181",2011-02-06 00:00:00,"USGS_03432350",NA,NA,NA,207,5.861587329,NA,NA,NA
"182",2011-02-06 00:00:00,"USGS_03432400",NA,NA,NA,269,7.617231843,NA,NA,NA
"183",2011-02-06 00:00:00,"USGS_03433500",NA,NA,NA,578,16.367137566,NA,NA,NA
"184",2011-02-06 00:00:00,"USGS_03433640",NA,NA,NA,1.41,0.03992675427,NA,NA,NA
"185",2011-02-06 00:00:00,"USGS_03434500",NA,NA,NA,893,25.286944371,NA,NA,NA
"186",2011-02-07 00:00:00,"USGS_03432350",NA,NA,NA,184,5.210299848,NA,NA,NA
"187",2011-02-07 00:00:00,"USGS_03432400",NA,NA,NA,245,6.937627515,NA,NA,NA
"188",2011-02-07 00:00:00,"USGS_03433500",NA,NA,NA,505,14.300007735,NA,NA,NA
"189",2011-02-07 00:00:00,"USGS_03433640",NA,NA,NA,1.63,0.04615646061,NA,NA,NA
"190",2011-02-07 00:00:00,"USGS_03434500",NA,NA,NA,787,22.285358589,NA,NA,NA
"191",2011-02-08 00:00:00,"USGS_03432350",NA,NA,NA,188,5.323567236,NA,NA,NA
"192",2011-02-08 00:00:00,"USGS_03432400",NA,NA,NA,246,6.965944362,NA,NA,NA
"193",2011-02-08 00:00:00,"USGS_03433500",NA,NA,NA,499,14.130106653,NA,NA,NA
"194",2011-02-08 00:00:00,"USGS_03433640",NA,NA,NA,1.47,0.04162576509,NA,NA,NA
"195",2011-02-08 00:00:00,"USGS_03434500",NA,NA,NA,775,21.945556425,NA,NA,NA
"196",2011-02-09 00:00:00,"USGS_03432350",NA,NA,NA,171,4.842180837,NA,NA,NA
"197",2011-02-09 00:00:00,"USGS_03432400",NA,NA,NA,222,6.286340034,NA,NA,NA
"198",2011-02-09 00:00:00,"USGS_03433500",NA,NA,NA,456,12.912482232,NA,NA,NA
"199",2011-02-09 00:00:00,"USGS_03433640",NA,NA,NA,1.39,0.03936041733,NA,NA,NA
"200",2011-02-09 00:00:00,"USGS_03434500",NA,NA,NA,719,20.359812993,NA,NA,NA
"201",2011-02-10 00:00:00,"USGS_03432350",NA,NA,NA,161,4.559012367,NA,NA,NA
"202",2011-02-10 00:00:00,"USGS_03432400",NA,NA,NA,208,5.889904176,NA,NA,NA
"203",2011-02-10 00:00:00,"USGS_03433500",NA,NA,NA,426,12.062976822,NA,NA,NA
"204",2011-02-10 00:00:00,"USGS_03433640",NA,NA,NA,1.33,0.03766140651,NA,NA,NA
"205",2011-02-10 00:00:00,"USGS_03434500",NA,NA,NA,668,18.915653796,NA,NA,NA
"206",2011-02-11 00:00:00,"USGS_03432350",NA,NA,NA,147,4.162576509,NA,NA,NA
"207",2011-02-11 00:00:00,"USGS_03432400",NA,NA,NA,190,5.38020093,NA,NA,NA
"208",2011-02-11 00:00:00,"USGS_03433500",NA,NA,NA,400,11.3267388,NA,NA,NA
"209",2011-02-11 00:00:00,"USGS_03433640",NA,NA,NA,1.64,0.04643962908,NA,NA,NA
"210",2011-02-11 00:00:00,"USGS_03434500",NA,NA,NA,617,17.471494599,NA,NA,NA
"211",2011-02-12 00:00:00,"USGS_03432350",NA,NA,NA,136,3.851091192,NA,NA,NA
"212",2011-02-12 00:00:00,"USGS_03432400",NA,NA,NA,175,4.955448225,NA,NA,NA
"213",2011-02-12 00:00:00,"USGS_03433500",NA,NA,NA,371,10.505550237,NA,NA,NA
"214",2011-02-12 00:00:00,"USGS_03433640",NA,NA,NA,1.35,0.03822774345,NA,NA,NA
"215",2011-02-12 00:00:00,"USGS_03434500",NA,NA,NA,586,16.593672342,NA,NA,NA
"216",2011-02-13 00:00:00,"USGS_03432350",NA,NA,NA,127,3.596239569,NA,NA,NA
"217",2011-02-13 00:00:00,"USGS_03432400",NA,NA,NA,162,4.587329214,NA,NA,NA
"218",2011-02-13 00:00:00,"USGS_03433500",NA,NA,NA,348,9.854262756,NA,NA,NA
"219",2011-02-13 00:00:00,"USGS_03433640",NA,NA,NA,1.32,0.03737823804,NA,NA,NA
"220",2011-02-13 00:00:00,"USGS_03434500",NA,NA,NA,558,15.800800626,NA,NA,NA
"221",2011-02-14 00:00:00,"USGS_03432350",NA,NA,NA,119,3.369704793,NA,NA,NA
"222",2011-02-14 00:00:00,"USGS_03432400",NA,NA,NA,153,4.332477591,NA,NA,NA
"223",2011-02-14 00:00:00,"USGS_03433500",NA,NA,NA,327,9.259608969,NA,NA,NA
"224",2011-02-14 00:00:00,"USGS_03433640",NA,NA,NA,1.27,0.03596239569,NA,NA,NA
"225",2011-02-14 00:00:00,"USGS_03434500",NA,NA,NA,527,14.922978369,NA,NA,NA
"226",2011-02-15 00:00:00,"USGS_03432350",NA,NA,NA,111,3.143170017,NA,NA,NA
"227",2011-02-15 00:00:00,"USGS_03432400",NA,NA,NA,139,3.936041733,NA,NA,NA
"228",2011-02-15 00:00:00,"USGS_03433500",NA,NA,NA,311,8.806539417,NA,NA,NA
"229",2011-02-15 00:00:00,"USGS_03433640",NA,NA,NA,1.22,0.03454655334,NA,NA,NA
"230",2011-02-15 00:00:00,"USGS_03434500",NA,NA,NA,497,14.073472959,NA,NA,NA
"231",2011-02-16 00:00:00,"USGS_03432350",NA,NA,NA,104,2.944952088,NA,NA,NA
"232",2011-02-16 00:00:00,"USGS_03432400",NA,NA,NA,132,3.737823804,NA,NA,NA
"233",2011-02-16 00:00:00,"USGS_03433500",NA,NA,NA,293,8.296836171,NA,NA,NA
"234",2011-02-16 00:00:00,"USGS_03433640",NA,NA,NA,1.21,0.03426338487,NA,NA,NA
"235",2011-02-16 00:00:00,"USGS_03434500",NA,NA,NA,460,13.02574962,NA,NA,NA
"236",2011-02-17 00:00:00,"USGS_03432350",NA,NA,NA,97.1,2.7495658437,NA,NA,NA
"237",2011-02-17 00:00:00,"USGS_03432400",NA,NA,NA,122,3.454655334,NA,NA,NA
"238",2011-02-17 00:00:00,"USGS_03433500",NA,NA,NA,279,7.900400313,NA,NA,NA
"239",2011-02-17 00:00:00,"USGS_03433640",NA,NA,NA,1.19,0.03369704793,NA,NA,NA
"240",2011-02-17 00:00:00,"USGS_03434500",NA,NA,NA,442,12.516046374,NA,NA,NA
"241",2011-02-18 00:00:00,"USGS_03432350",NA,NA,NA,94.6,2.6787737262,NA,NA,NA
"242",2011-02-18 00:00:00,"USGS_03432400",NA,NA,NA,117,3.313071099,NA,NA,NA
"243",2011-02-18 00:00:00,"USGS_03433500",NA,NA,NA,265,7.503964455,NA,NA,NA
"244",2011-02-18 00:00:00,"USGS_03433640",NA,NA,NA,1.13,0.03199803711,NA,NA,NA
"245",2011-02-18 00:00:00,"USGS_03434500",NA,NA,NA,425,12.034659975,NA,NA,NA
"246",2011-02-19 00:00:00,"USGS_03432350",NA,NA,NA,90.7,2.5683380229,NA,NA,NA
"247",2011-02-19 00:00:00,"USGS_03432400",NA,NA,NA,111,3.143170017,NA,NA,NA
"248",2011-02-19 00:00:00,"USGS_03433500",NA,NA,NA,256,7.249112832,NA,NA,NA
"249",2011-02-19 00:00:00,"USGS_03433640",NA,NA,NA,1.07,0.03029902629,NA,NA,NA
"250",2011-02-19 00:00:00,"USGS_03434500",NA,NA,NA,407,11.524956729,NA,NA,NA
"251",2011-02-20 00:00:00,"USGS_03432350",NA,NA,NA,85.8,2.4295854726,NA,NA,NA
"252",2011-02-20 00:00:00,"USGS_03432400",NA,NA,NA,105,2.973268935,NA,NA,NA
"253",2011-02-20 00:00:00,"USGS_03433500",NA,NA,NA,243,6.880993821,NA,NA,NA
"254",2011-02-20 00:00:00,"USGS_03433640",NA,NA,NA,1.03,0.02916635241,NA,NA,NA
"255",2011-02-20 00:00:00,"USGS_03434500",NA,NA,NA,386,10.930302942,NA,NA,NA
"256",2011-02-21 00:00:00,"USGS_03432350",NA,NA,NA,85.3,2.4154270491,NA,NA,NA
"257",2011-02-21 00:00:00,"USGS_03432400",NA,NA,NA,105,2.973268935,NA,NA,NA
"258",2011-02-21 00:00:00,"USGS_03433500",NA,NA,NA,234,6.626142198,NA,NA,NA
"259",2011-02-21 00:00:00,"USGS_03433640",NA,NA,NA,1.08,0.03058219476,NA,NA,NA
"260",2011-02-21 00:00:00,"USGS_03434500",NA,NA,NA,378,10.703768166,NA,NA,NA
"261",2011-02-22 00:00:00,"USGS_03432350",NA,NA,NA,87.3,2.4720607431,NA,NA,NA
"262",2011-02-22 00:00:00,"USGS_03432400",NA,NA,NA,117,3.313071099,NA,NA,NA
"263",2011-02-22 00:00:00,"USGS_03433500",NA,NA,NA,258,7.305746526,NA,NA,NA
"264",2011-02-22 00:00:00,"USGS_03433640",NA,NA,NA,1.03,0.02916635241,NA,NA,NA
"265",2011-02-22 00:00:00,"USGS_03434500",NA,NA,NA,427,12.091293669,NA,NA,NA
"266",2011-02-23 00:00:00,"USGS_03432350",NA,NA,NA,79.6,2.2540210212,NA,NA,NA
"267",2011-02-23 00:00:00,"USGS_03432400",NA,NA,NA,102,2.888318394,NA,NA,NA
"268",2011-02-23 00:00:00,"USGS_03433500",NA,NA,NA,250,7.07921175,NA,NA,NA
